Data Medicao,PRECIPITACAO TOTAL, DIARIO (AUT)(mm),PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB),TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C),TEMPERATURA MAXIMA, DIARIA (AUT)(°C),TEMPERATURA MEDIA, DIARIA (AUT)(°C),TEMPERATURA MINIMA, DIARIA (AUT)(°C),UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%),UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%),VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s),VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s)
2009-05-20,.2,925.7,13.9,24.3,16.8,11.9,83.9,55,9,3.7,,,,,,,,
2009-05-21,0,924.6,13.1,23.4,16.8,12.4,79.7,53,7.9,2.5,,,,,,,,
2009-05-22,0,924.3,11.9,22.3,16,10.2,77.6,51,8.1,3,,,,,,,,
2009-05-23,0,924.5,11.8,21.6,16,12.5,77,54,8.8,2.8,,,,,,,,
2009-05-24,0,922.4,11.4,21.9,15.8,10.8,77,36,6.9,1.8,,,,,,,,
2009-05-25,.8,917.3,13.5,19.7,16.5,13.9,82.6,65,10.2,3.2,,,,,,,,
2009-05-26,0,918.5,15.1,19.9,16.9,15,89.6,68,6.4,2.1,,,,,,,,
2009-05-27,5.8,922.2,10.7,14.4,11,10,98.6,98,9,1.3,,,,,,,,
2009-05-28,1.2,925.4,8.4,11.6,9.1,8.4,95.3,79,4.9,1.1,,,,,,,,
2009-05-29,0,927.2,6.7,10.9,8.1,5.3,90.5,79,6.2,1.2,,,,,,,,
2009-05-30,1.4,920.9,9.5,13.4,11,8.1,90.4,79,13.8,3.9,,,,,,,,
2009-05-31,36,915.4,8.4,13.9,9.4,8.7,93.5,84,17.9,6.5,,,,,,,,
2009-06-01,3.8,918.3,4.1,9.7,6,4.4,88.2,72,12.3,4.5,,,,,,,,
2009-06-02,0,921.5,2.1,7,4.9,4.1,81.8,66,14.8,4.5,,,,,,,,
2009-06-03,.4,925.2,1.7,11.4,5.4,1.9,78.3,46,11,2.9,,,,,,,,
2009-06-04,0,922,.6,15.7,8.8,2.4,59.8,29,9.1,3.5,,,,,,,,
2009-06-05,0,920.7,3.1,13.7,9.3,4.6,65.8,50,12.4,3.9,,,,,,,,
2009-06-06,null,926.2,4.5,11.5,null,4.1,82.4,59,7.5,1.9,,,,,,,,
2009-06-07,0,927.7,5,14.7,7.6,2.4,84.7,50,8.5,2.1,,,,,,,,
2009-06-08,0,924.7,6.1,19.2,10.9,5.7,74.5,43,10.9,4.3,,,,,,,,
2009-06-09,8.6,921.5,10.9,14.4,11.8,8.6,94.3,67,8.1,2.6,,,,,,,,
2009-06-10,.2,922.4,9.7,13.9,10.5,7.2,95.2,71,5.2,1.4,,,,,,,,
2009-06-11,0,925.6,6.1,11.6,8.2,6.6,87,63,5.5,1.4,,,,,,,,
2009-06-12,0,928,5.6,9.2,6.4,3.1,94.6,84,5.4,1,,,,,,,,
2009-06-13,1.6,926.7,8.1,13.5,9.1,5.6,93.6,73,9.5,1.7,,,,,,,,
2009-06-14,0,924.2,5.9,17,10.5,6.8,75.4,41,9.8,3.9,,,,,,,,
2009-06-15,0,922.3,5.9,17.7,10.8,6.2,73.9,42,11.1,3.7,,,,,,,,
2009-06-16,7,918.4,8.1,10.8,9.2,8.9,93.4,74,8.4,2.3,,,,,,,,
2009-06-17,10.8,921,8.2,9.7,8.6,7.6,97.7,92,8.9,2.6,,,,,,,,
2009-06-18,1.4,924,10.5,16.2,11.6,8.3,93.3,67,8.5,1.7,,,,,,,,
2009-06-19,.2,923.1,9.2,19.8,12.7,7,80.7,52,8.4,3.5,,,,,,,,
2009-06-20,0,923.2,9,21.2,14.3,8.4,71.5,50,10,3.9,,,,,,,,
2009-06-21,0,922.1,8.5,21.1,14,8.7,71,41,10.5,4.1,,,,,,,,
2009-06-22,0,921,11.3,21.9,15.5,11.2,76.7,57,8.4,3,,,,,,,,
2009-06-23,11.8,918.5,12.9,16.1,14.1,13.7,92.7,83,12.1,4.4,,,,,,,,
2009-06-24,22.8,924.5,5.8,9.9,6.1,5.2,98.2,93,17.5,1.5,,,,,,,,
2009-06-25,.4,925.2,6.4,8,null,5.2,98.5,95,5.9,1.3,,,,,,,,
2009-06-26,.2,927.5,5,9.9,6,2.8,93.7,66,5.6,1.4,,,,,,,,
2009-06-27,0,927.1,7.1,15,7.6,4.1,97,80,6,1.5,,,,,,,,
2009-06-28,.2,924.4,9.1,17.4,11.2,7.2,87.6,65,11.6,4.5,,,,,,,,
2009-06-29,0,916.8,12.2,22.1,15.5,10.6,81.2,60,21.9,6.9,,,,,,,,
2009-06-30,22.2,916.7,5,15.2,10.6,6.9,71.3,37,16.5,5.8,,,,,,,,
2009-07-01,0,920,1.7,14.9,8.5,4.8,63.5,32,7.9,2.5,,,,,,,,
2009-07-02,0,921.6,-.1,15.6,9.4,5.3,53.4,26,8.4,1.8,,,,,,,,
2009-07-03,0,923.6,1.7,15.5,9.2,2.7,62,33,6.3,1.9,,,,,,,,
2009-07-04,null,925,.8,17.1,null,5.3,50.6,28,5,1.3,,,,,,,,
2009-07-05,0,925.5,4.3,17.3,12.3,8.4,58.6,42,10.5,5.1,,,,,,,,
2009-07-06,0,923.6,11.2,21.2,15.3,10.9,77.4,62,11.4,5.2,,,,,,,,
2009-07-07,3.6,921.4,13.1,16.7,14.5,13.8,91.6,79,14.2,4.2,,,,,,,,
2009-07-08,12.8,921.5,12.6,15,13.6,12.9,93.4,87,9.8,3.7,,,,,,,,
2009-07-09,19.2,921.5,9.6,13.1,9.8,8.8,98.8,97,7.6,1.5,,,,,,,,
2009-07-10,2,918.1,11.1,18.3,12.4,8.9,92.2,60,5.7,1.9,,,,,,,,
2009-07-11,9,918,8.2,12,8.4,8.2,98.8,91,8.9,1.9,,,,,,,,
2009-07-12,null,921.9,3.9,12.2,null,2.1,85.7,53,7.7,2.3,,,,,,,,
2009-07-13,0,923,5.9,15.8,9.8,4.2,77.9,53,10.1,3.6,,,,,,,,
2009-07-14,null,927.4,5.6,10.5,null,5.8,91,71,10,1.7,,,,,,,,
2009-07-15,null,925.8,5.9,11.8,null,2,89.8,72,12.2,4.3,,,,,,,,
2009-07-16,31.8,922,11.3,13.8,12.1,6,94.6,91,12.9,5.6,,,,,,,,
2009-07-17,10,923.4,10.4,15.3,11.9,11,91.5,61,9.2,2.4,,,,,,,,
2009-07-18,.2,926.2,6.6,9.1,7.1,5.7,96.9,91,8,2.7,,,,,,,,
2009-07-19,1,926.2,8.6,11.7,9,6.3,96.9,91,6.4,1.1,,,,,,,,
2009-07-20,0,923.9,6.5,16.1,9.9,5.5,80.2,56,10.4,3.1,,,,,,,,
2009-07-21,0,916.8,9.1,21.3,13.6,8.4,75,56,17.5,7,,,,,,,,
2009-07-22,8.4,914.7,9.4,17.4,13,10.1,79.4,64,21,6.3,,,,,,,,
2009-07-23,0,921.9,-.4,9.8,4.9,2.4,70.6,30,10.7,2.8,,,,,,,,
2009-07-24,null,null,null,5.5,null,-2.5,73.1,51,9.7,null,,,,,,,,
2009-07-25,null,null,null,11.5,null,null,67.8,29,7.1,null,,,,,,,,
2009-07-26,null,null,null,12.5,null,-.6,66.1,26,6.9,null,,,,,,,,
2009-07-27,null,924.5,-2.1,13.4,null,1.8,56.3,20,3.5,1.1,,,,,,,,
2009-07-28,null,921,5.9,12.7,9,4.7,82.1,58,5.2,1.7,,,,,,,,
2009-07-29,3.8,922.3,4.5,11.1,7.4,5.3,83.9,39,10.7,1.4,,,,,,,,
2009-07-30,0,926.7,1,9.5,4.9,.1,76.5,59,5.8,1.5,,,,,,,,
2009-07-31,0,926.6,3.1,11.4,5,.9,87.6,72,6.1,1.7,,,,,,,,
2009-08-01,2,922.7,9.3,14.6,10.3,3.8,93.3,83,6.5,2.4,,,,,,,,
2009-08-02,23.4,917.9,11.2,14.5,12.8,10.3,90.3,80,13.1,4.9,,,,,,,,
2009-08-03,5,922,7.2,10.8,8.2,7.4,93.3,76,18.5,4.5,,,,,,,,
2009-08-04,null,924.1,5,20.5,null,3.9,70.7,24,6.8,2.5,,,,,,,,
2009-08-05,0,919.2,9.4,25.9,18.2,9.6,58.6,33,11.4,5,,,,,,,,
2009-08-06,6.4,920.4,10.4,22,13,10.6,86.3,54,12.5,2.7,,,,,,,,
2009-08-07,1,922.6,8.4,14.7,11.1,5.5,83.8,41,11.6,3.9,,,,,,,,
2009-08-08,37,923.3,13.4,16.3,14.2,10.8,95.2,88,13.7,3.5,,,,,,,,
2009-08-09,43.4,921.8,10.8,13.1,11.2,9.5,97.7,93,9.4,2,,,,,,,,
2009-08-10,55.8,921.9,8.6,12.4,9,7.5,97.4,92,11.2,2.4,,,,,,,,
2009-08-11,null,927.8,5.1,16.9,null,2.9,88.2,35,15.6,1.6,,,,,,,,
2009-08-12,null,926.7,5.7,23,13.4,3.7,63.7,14,7.4,2.8,,,,,,,,
2009-08-13,0,924.6,5,22.4,14.8,8.1,54.1,33,12.5,4.7,,,,,,,,
2009-08-14,0,923.1,8.5,25.4,17.6,11.5,57.5,32,9,2.9,,,,,,,,
2009-08-15,0,919.8,8.2,26.2,19.2,13.7,50.2,31,10.8,4.9,,,,,,,,
2009-08-16,0,918.3,8,27.4,20.5,15.2,45.8,29,12.4,5.2,,,,,,,,
2009-08-17,5.4,918.6,12.2,22.7,14.5,14.4,88,48,13.8,3.5,,,,,,,,
2009-08-18,18.6,919.2,9.9,11.6,10.1,8.9,99,99,9.5,1.5,,,,,,,,
2009-08-19,34.2,915.2,11.4,16.2,12.6,9.6,92.5,77,13,2.7,,,,,,,,
2009-08-20,.4,915.3,10,13.8,11.3,12.1,92.2,86,13,4.3,,,,,,,,
2009-08-21,24.6,924.1,6.2,8.9,6.6,5.8,97,85,10.5,1.9,,,,,,,,
2009-08-22,1.2,923.8,5.2,16.8,8.9,2.6,80.2,39,9.3,3.3,,,,,,,,
2009-08-23,0,922.3,7.2,19,12,7.7,74.2,46,11.8,3.8,,,,,,,,
2009-08-24,0,924.7,9.2,15.9,12.8,10.2,79.1,62,7.5,1.8,,,,,,,,
2009-08-25,0,927.2,11.1,21.9,14.9,10.1,79,47,10.4,3.4,,,,,,,,
2009-08-26,0,926.6,8.9,23.2,15.4,9.8,68.1,32,10.2,3.7,,,,,,,,
2009-08-27,0,925.9,10.3,22.4,16,11.2,70.6,43,8.5,2.5,,,,,,,,
2009-08-28,0,925.9,11.3,24.5,17.1,11.3,70.9,41,7.8,1.5,,,,,,,,
2009-08-29,0,924.1,9.3,28.5,19.8,13.7,56.1,21,10.7,4.6,,,,,,,,
2009-08-30,0,923.1,5.9,29.4,21.1,15.9,39.8,18,12.8,5.1,,,,,,,,
2009-08-31,0,921,6.9,27.1,20.7,14.9,41.6,24,10.5,4.1,,,,,,,,
2009-09-01,0,920.2,11.2,25.6,18.2,12.8,66.4,33,8.9,2,,,,,,,,
2009-09-02,48.2,921,13.8,15.6,14.5,13.4,95.4,89,9.4,2.4,,,,,,,,
2009-09-03,36.8,918.9,14.7,20.3,16.2,13.9,91.5,73,11.5,2.8,,,,,,,,
2009-09-04,18.4,919.3,14.2,21.5,16.2,13.2,88.6,62,8.7,2.2,,,,,,,,
2009-09-05,.2,921.5,10.5,18.1,13.9,11.6,81.7,50,7.5,2.1,,,,,,,,
2009-09-06,0,919.4,13.3,22.4,15.8,9.6,86,68,8.8,3.6,,,,,,,,
2009-09-07,0,913.1,12.8,22.2,16.3,14.3,80.3,65,18.1,5.1,,,,,,,,
2009-09-08,64.2,913.6,11.6,15.1,12.3,12,95.7,83,17.2,3.3,,,,,,,,
2009-09-09,7.8,922.5,7.2,9.7,7.5,6.4,98,93,10.6,1.5,,,,,,,,
2009-09-10,42.2,929,7.9,10.1,8.1,6.3,99,99,48.8,1.2,,,,,,,,
2009-09-11,23.2,930.2,10.6,11.8,11,7.7,97.7,94,37.1,2.5,,,,,,,,
2009-09-12,58,923.3,12.3,14.7,13,11,95.9,92,11.7,2.8,,,,,,,,
2009-09-13,19,922.4,11.9,14.7,12.4,11.3,96.6,88,7.6,2.4,,,,,,,,
2009-09-14,7.4,924.7,11.8,15.5,12.3,10,97.2,90,7.3,1.7,,,,,,,,
2009-09-15,.2,923.6,13.2,23.6,15.9,10.7,85,57,10.5,3.3,,,,,,,,
2009-09-16,0,923.1,13.9,25.3,17.8,12.5,79.8,46,6.9,2.2,,,,,,,,
2009-09-17,.2,921.9,14.9,17.6,15.2,14.3,98,92,40.6,1.5,,,,,,,,
2009-09-18,25.2,914.8,13.6,20,15.6,12.4,88.4,72,18.6,7.5,,,,,,,,
2009-09-19,.2,918.3,8.6,17,12.7,9.1,78.1,44,14.1,4.2,,,,,,,,
2009-09-20,0,921.8,5.3,15.9,9.9,5.7,75.1,46,10,2.2,,,,,,,,
2009-09-21,0,921.5,7.6,18.6,11.6,5.6,77.9,50,7.2,2,,,,,,,,
2009-09-22,0,917.4,13,23,16.1,11.6,82.6,57,11.7,4.2,,,,,,,,
2009-09-23,17,916.3,12,16.8,12.4,11.6,98,92,15.4,2,,,,,,,,
2009-09-24,35.2,923.9,7,11,7.6,6.5,96.3,80,10.1,1.8,,,,,,,,
2009-09-25,1.2,923.5,7.9,18.3,10.9,5.5,83.2,50,9.7,2.7,,,,,,,,
2009-09-26,0,919.3,11.7,23.7,15.7,9.5,78.2,54,12.5,4.4,,,,,,,,
2009-09-27,49.6,915.8,14.7,18.6,15.7,14.5,93.9,81,39.8,4.2,,,,,,,,
2009-09-28,81.8,918.5,11.5,15.6,11.8,11.4,98.2,90,48.7,2.4,,,,,,,,
2009-09-29,19,927.4,3.2,10.2,5.9,3.2,84.6,56,10,2.1,,,,,,,,
2009-09-30,.2,929.1,4.4,13.5,7.6,1.2,81.6,55,8.5,2.1,,,,,,,,
2009-10-01,3.6,923.5,7.9,11,9.3,7.5,91.1,76,12.5,5.7,,,,,,,,
2009-10-02,12.2,922,8.8,15.3,11.2,9.2,86.3,61,7.6,2.8,,,,,,,,
2009-10-03,.2,923.6,8.9,17.1,11.3,6.3,85.9,69,8.3,1.6,,,,,,,,
2009-10-04,0,921.5,13.4,26.6,17.1,10.5,81.5,44,9.5,3.7,,,,,,,,
2009-10-05,0,917.5,15.4,27.8,20.6,16.7,73.9,51,15.4,5.5,,,,,,,,
2009-10-06,30.2,920.5,13.7,20.2,16.3,13.5,85.2,65,13.5,3,,,,,,,,
2009-10-07,null,null,null,null,null,null,98.9,98,7.3,null,,,,,,,,
2009-10-08,19.4,926.6,8.5,10.6,8.7,6.7,98.7,95,6.5,1.5,,,,,,,,
2009-10-09,.2,924.6,9.3,14.5,10.4,7.3,93,82,6.4,1.6,,,,,,,,
2009-10-10,0,921,9.6,23.4,14.3,8.5,76.4,37,10.7,4.5,,,,,,,,
2009-10-11,null,null,null,null,null,11.4,74,31,17.8,null,,,,,,,,
2009-10-12,null,914.9,12.3,16.3,13.8,11.6,91.3,67,15.1,2.7,,,,,,,,
2009-10-13,2.6,919.2,7.2,20.8,13.7,7.1,68.5,29,5.9,1.2,,,,,,,,
2009-10-14,0,916.3,12.5,24.5,17.4,12,74.3,46,9.8,3.3,,,,,,,,
2009-10-15,9.4,918,12.6,17.5,12.8,13.1,98.5,93,10.7,1.8,,,,,,,,
2009-10-16,19.4,923.1,7.4,10.8,8,5.8,96.6,83,10.8,1.9,,,,,,,,
2009-10-17,1.8,920.8,10.8,19.1,13,7,86.8,71,9.9,3.1,,,,,,,,
2009-10-18,0,919.9,12.5,19,14.4,12.2,89.2,61,8.7,1.5,,,,,,,,
2009-10-19,0,917.2,13.4,23.4,16.6,11.3,82.1,61,9.9,3.4,,,,,,,,
2009-10-20,0,918.2,13.2,21.1,16.7,14.6,80.6,52,7.5,1.8,,,,,,,,
2009-10-21,0,918.7,11.8,21.5,15.4,9.9,79.7,58,6.9,2.1,,,,,,,,
2009-10-22,.8,917,13.9,19.4,15.4,13.4,91.4,71,10.9,1.7,,,,,,,,
2009-10-23,0,916.4,13.6,26,17.6,11.4,80.2,40,9.1,2.7,,,,,,,,
2009-10-24,0,915,14.9,21.5,17.7,17.8,84.2,63,12.6,3.8,,,,,,,,
2009-10-25,41,918.3,12.6,16,13.1,11.3,97.3,86,15.4,2.3,,,,,,,,
2009-10-26,1.6,919.4,12.1,17.8,13.9,11.9,89.4,66,9.5,2.8,,,,,,,,
2009-10-27,3,922.6,9.1,19,12.1,5.4,83.1,68,8.8,2.6,,,,,,,,
2009-10-28,0,921.8,12.9,24.6,16.2,11.1,82.6,52,11.5,4,,,,,,,,
2009-10-29,.2,920.9,14.6,26.7,18.8,12.8,79.3,36,6.8,2.1,,,,,,,,
2009-10-30,0,918.3,15.8,29.2,22.1,16.4,70,33,9.9,2.2,,,,,,,,
2009-10-31,0,918.6,16.2,30.3,22.9,18.1,67.6,35,8.6,2.4,,,,,,,,
2009-11-01,0,917.7,15.6,29.9,23.6,18.6,61.9,36,7.9,2.8,,,,,,,,
2009-11-02,0,917.2,13.7,31.8,25.5,19.3,49.6,27,8.7,2.5,,,,,,,,
2009-11-03,0,917,16.9,25.7,21.1,20.2,77.3,54,9.7,2.7,,,,,,,,
2009-11-04,7.2,916.9,18.1,31.9,21.8,16.4,81.8,43,11.4,3,,,,,,,,
2009-11-05,0,917.9,18.7,27.3,21.8,20.1,83.5,61,7.3,3,,,,,,,,
2009-11-06,4.2,915.7,17.8,27.3,21.8,19.2,78.5,57,10.5,3.7,,,,,,,,
2009-11-07,14.8,911.8,18.4,24,19.8,19.3,91.9,78,12.9,4.3,,,,,,,,
2009-11-08,72.4,916.6,13,16.7,13.6,11.3,96.3,84,10.7,2.2,,,,,,,,
2009-11-09,.2,917.1,14.3,23.2,17.3,11.5,83.3,66,9.9,3.2,,,,,,,,
2009-11-10,8.4,918.5,15.5,18.4,16.3,15.7,94.9,85,12.1,2.8,,,,,,,,
2009-11-11,6.8,918.7,15.4,20.4,16,13.3,96.9,85,7.8,1.5,,,,,,,,
2009-11-12,.2,918,17,25.1,19.4,15.5,86.8,62,9.5,2.8,,,,,,,,
2009-11-13,0,917.9,17.7,21.2,19,18.7,92.2,86,26.5,4.3,,,,,,,,
2009-11-14,74.4,917.6,16.8,21.7,18.3,16.5,91.7,70,16.1,4,,,,,,,,
2009-11-15,1.4,918.6,16.6,21.3,17.3,15.5,95.6,83,6.9,1.4,,,,,,,,
2009-11-16,9.6,919.6,15.7,22.5,17.4,15.2,89.9,74,9.5,2.4,,,,,,,,
2009-11-17,0,918.3,15.1,27.8,21,15.1,70.8,46,12.6,5.3,,,,,,,,
2009-11-18,23.8,916.4,17.1,23.8,20.3,16.8,82.4,68,22.2,4.6,,,,,,,,
2009-11-19,8,914.6,16.6,31.3,20.5,18,79.7,50,18.4,4.7,,,,,,,,
2009-11-20,28.2,920,15.4,18.8,16.4,14.1,94.3,74,9.7,1.8,,,,,,,,
2009-11-21,1.8,919.3,15.8,21.7,18.2,14,86.1,74,15.3,6,,,,,,,,
2009-11-22,27,915.4,17.1,21.7,18.9,16.9,89.1,77,14,4.7,,,,,,,,
2009-11-23,0,916.5,18.2,26.6,20.4,17.3,87.9,61,7.2,1.8,,,,,,,,
2009-11-24,2.6,915.8,19.7,27.3,21.6,17.7,89.5,64,11.2,2.3,,,,,,,,
2009-11-25,.4,916.5,19.6,27.2,22.8,20.1,82.4,55,11.7,4.5,,,,,,,,
2009-11-26,0,917.9,19,26.8,21.4,18.7,86.4,64,10.5,3.3,,,,,,,,
2009-11-27,.8,917.5,18.7,24.9,20,17.5,92.6,73,8.3,1.8,,,,,,,,
2009-11-28,0,914.4,17.9,22.6,19.5,19.3,90.9,81,9.3,3.1,,,,,,,,
2009-11-29,4.8,914.4,16.9,26.5,20.9,15.1,78.5,60,8.5,1.9,,,,,,,,
2009-11-30,0,913.9,18,21.5,19.5,18,91,79,10.9,3.4,,,,,,,,
2009-12-01,16.4,917.4,17.1,19.2,17.4,16.4,97.6,94,7.9,1.4,,,,,,,,
2009-12-02,1.2,914.2,16.8,27.1,19.2,15.5,86.8,46,19,4.9,,,,,,,,
2009-12-03,21.2,916.5,15.2,22.1,17.8,16.5,85.8,53,9,2.9,,,,,,,,
2009-12-04,7.4,920.9,10.8,16.7,12.5,10.7,90,69,7.7,1.5,,,,,,,,
2009-12-05,.2,918.5,11.9,26,17.2,9.6,73.1,44,11,4.1,,,,,,,,
2009-12-06,0,918.1,14.8,23.9,18.3,15.4,81,52,10.5,4,,,,,,,,
2009-12-07,1.8,919.6,15.2,16.3,15.4,15,98.4,96,7.8,1.5,,,,,,,,
2009-12-08,17,921.1,13.9,15.6,14.2,12.7,98.8,99,8,1.5,,,,,,,,
2009-12-09,.2,920.9,15.5,23.3,17.7,13.6,87,67,10.7,3.5,,,,,,,,
2009-12-10,0,921,17.1,25.1,19.7,15.9,85.5,63,9.7,3,,,,,,,,
2009-12-11,0,918.2,17.7,21,19.2,18.5,91.2,79,9.5,3.3,,,,,,,,
2009-12-12,28.4,912,16,19.7,16.7,18.1,95.8,91,15.1,4.7,,,,,,,,
2009-12-13,21.6,918,11.8,18.2,13.6,11.2,89.4,71,12.6,1.8,,,,,,,,
2009-12-14,.2,919.5,11.8,24.8,16.2,8.5,78.4,34,8.5,2.4,,,,,,,,
2009-12-15,0,920.2,15.9,26.5,19.3,13.8,81.9,47,9.1,2.7,,,,,,,,
2009-12-16,0,920.5,17.6,26.1,19.5,15.8,89.5,60,10,1.9,,,,,,,,
2009-12-17,7.2,921,16.5,21.2,17.1,16.2,95.8,81,7.5,1.4,,,,,,,,
2009-12-18,2,922.7,15.2,26.5,19.4,14.7,78.2,51,9.8,3.6,,,,,,,,
2009-12-19,0,922.7,15.6,28.7,21.7,16.4,71.9,32,11.9,4.1,,,,,,,,
2009-12-20,0,920.9,17.7,28,22.2,16.8,76.6,55,8.8,3.4,,,,,,,,
2009-12-21,0,920.3,19,28.8,22,20.7,84.1,50,12.4,2.8,,,,,,,,
2009-12-22,16.2,921.8,19.5,25.5,21.1,17.6,90.8,74,8.5,1.6,,,,,,,,
2009-12-23,0,921.2,18.4,28.2,22.3,18.4,79.5,58,10,3.9,,,,,,,,
2009-12-24,4,918.7,19.6,25.6,21.6,18.7,89,72,13.3,3,,,,,,,,
2009-12-25,19.6,916.9,19.9,25.5,21.1,18.7,93.3,73,5.7,1.8,,,,,,,,
2009-12-26,8.8,914.8,19.8,27.4,22,18,88.3,57,7.5,1.7,,,,,,,,
2009-12-27,4.2,912.6,20,27,22.7,20,85.3,68,9.5,3.1,,,,,,,,
2009-12-28,0,912.2,19.6,28.4,22.8,18.9,83.9,45,8.2,1.8,,,,,,,,
2009-12-29,0,912.9,19.4,28.9,23.2,18.5,81.3,44,8.3,2.1,,,,,,,,
2009-12-30,26.6,915,19.5,26.7,21.5,17.7,89.3,61,12.1,1.8,,,,,,,,
2009-12-31,23.4,920.8,15.1,21.9,18.3,15.8,83.1,60,9.1,1.9,,,,,,,,
2010-01-01,0,920.3,15.3,26.4,19.7,14.4,76.8,52,10.8,3.1,,,,,,,,
2010-01-02,0,920,17.8,26.3,20.9,16.7,83.4,57,8.2,2.2,,,,,,,,
2010-01-03,0,920.9,18.6,28.1,22,17.6,81.7,62,9.9,3.3,,,,,,,,
2010-01-04,4.4,920,19.2,22.1,20.3,19.6,93.7,83,9.8,3.4,,,,,,,,
2010-01-05,48,915.7,20.2,25.1,21.6,18.9,92.1,81,13.1,4.5,,,,,,,,
2010-01-06,25.8,913.9,19.8,27.1,21.8,19.5,89.3,68,13.5,3.7,,,,,,,,
2010-01-07,39,919.7,16.1,20.3,16.4,15.6,98.5,92,11,2,,,,,,,,
2010-01-08,9.2,920.8,16.6,26.8,19.6,14.9,83.7,60,11.8,3.7,,,,,,,,
2010-01-09,1.4,919.1,19.2,26,21.3,18.5,88,66,9.9,3.5,,,,,,,,
2010-01-10,13,916.5,19.8,24.7,21,19.6,93.3,81,8.7,2.2,,,,,,,,
2010-01-11,21,916.9,19.4,25.6,20.7,18.2,92.5,72,7.6,1.5,,,,,,,,
2010-01-12,1.2,914.9,19,26.8,21.9,19.1,84.3,68,13.6,4.6,,,,,,,,
2010-01-13,9.2,918.5,15.9,20,16.6,15.9,96.3,74,9.7,1.4,,,,,,,,
2010-01-14,19.4,920.3,14.4,23,18,12.9,81.6,47,6.9,1.2,,,,,,,,
2010-01-15,0,923.7,14.8,25,18.3,14.5,80.5,62,9.7,2.9,,,,,,,,
2010-01-16,0,921.8,16.1,26.9,19.9,15.9,80,59,11.7,4.7,,,,,,,,
2010-01-17,49.4,920.6,19.1,25.5,21.2,18.1,88.3,69,12.4,4.2,,,,,,,,
2010-01-18,.2,920,18.7,28.1,22.4,17,80.5,52,6.3,1.7,,,,,,,,
2010-01-19,0,915.1,19.3,25.5,21.9,20.8,85.3,73,13.5,5.9,,,,,,,,
2010-01-20,16,915.9,17.5,20.6,18.5,18.8,93.9,87,9.6,2.4,,,,,,,,
2010-01-21,3.6,919.7,15.4,21.6,16.8,13,92,77,8.7,1.6,,,,,,,,
2010-01-22,6.2,920.7,16.7,22.6,18.4,15.9,90.3,74,7.4,1.5,,,,,,,,
2010-01-23,1,921,17.2,23.1,18.9,16.3,90,78,8.1,2.4,,,,,,,,
2010-01-24,2,920.6,17.6,26.1,20.2,17,85.3,63,9.8,2.9,,,,,,,,
2010-01-25,0,920.5,17.4,25.8,20.3,17.1,83.8,63,7.1,2.6,,,,,,,,
2010-01-26,0,920,17.6,23.9,19.2,16.4,90.6,69,8.2,1.3,,,,,,,,
2010-01-27,1.4,917.5,17.9,24.8,19.6,16.3,90.8,62,7.6,1.7,,,,,,,,
2010-01-28,7.6,916.7,17.6,25.1,19.5,17,89.3,70,10.3,2,,,,,,,,
2010-01-29,28.6,915.6,18,26.5,20.8,16,84.8,61,17.2,3.1,,,,,,,,
2010-01-30,8.4,919.3,18.4,28.4,22.5,17.1,78.8,51,8.4,2.8,,,,,,,,
2010-01-31,.2,921.3,18.9,29.2,23.3,19.3,76.9,37,6.2,2.2,,,,,,,,
2010-02-01,0,920.3,19,30.1,23.7,19.9,75.5,53,10.6,3.4,,,,,,,,
2010-02-02,.6,919.6,19.4,31,24.5,20.3,74.7,49,9.6,3.1,,,,,,,,
2010-02-03,0,917.9,18.7,32.2,26.6,22,64.3,38,14.4,4.6,,,,,,,,
2010-02-04,0,918.5,18.8,32.5,26,22.2,66.5,39,13.2,4.5,,,,,,,,
2010-02-05,0,919.8,19.8,31.4,23.4,20.1,81.5,50,11.4,3,,,,,,,,
2010-02-06,29.8,917.8,19,31.3,24.1,19.7,74.7,51,14.2,3.9,,,,,,,,
2010-02-07,25.8,918,20.5,31.8,24.3,20.1,80.6,47,8.8,2.8,,,,,,,,
2010-02-08,21,916.9,19.2,22.8,21,19.2,89.8,78,8.4,2.8,,,,,,,,
2010-02-09,2.8,915.9,18,25.6,20.7,17.1,85.3,57,9,1.7,,,,,,,,
2010-02-10,0,915.9,18.6,27.5,21.4,18.4,84.8,62,11.2,3.5,,,,,,,,
2010-02-11,26.2,918.6,19.2,28.4,22.1,17,84.2,57,8.5,2.3,,,,,,,,
2010-02-12,0,921,19.1,28.1,22.9,18.7,79.3,62,8.2,2.9,,,,,,,,
2010-02-13,0,920.3,18.6,29.2,23,18.9,77.5,51,9.9,3.9,,,,,,,,
2010-02-14,.4,919.5,18.8,26.1,21.1,19.7,87,65,12.5,3.8,,,,,,,,
2010-02-15,18.6,917,18.7,22.2,19.4,19,95.6,86,12.2,3.2,,,,,,,,
2010-02-16,26.6,915.2,18,22.6,18.9,18.2,94.7,83,11.1,3.5,,,,,,,,
